微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id,情感倾向
7519377744.0,OzO1RBNZy,花甲吃一口,2024-10-03 10:28:33,【太贵】在花甲买批发服之后在其他社交软件刷到了一模一样的免服，我嘞个大数据啊这是可以的吗还是说是盗图……？  17376 ,1.0,14.0,75.0,中国,湖北,黄冈,画加消协 |tg前请先看置顶→看到会回序号|微博tg需要带图的话请提醒我互关|提问箱没有消息提醒，会清的晚一点,2686.0,8.8万,f,https://m.weibo.cn/u/7519377744?,https://m.weibo.cn/detail/OzO1RBNZy,,0.001122566205114528
2281454430.0,OzOCZoefL,大肥皂,2024-10-03 12:00:01,#鸿蒙探索之旅# 目前华为HarmonyOS生态系统正式全面启动，国庆节后大家也就能升级到公测版了。我自己内测版用了一段时间，我可以明确的告诉大家，动画、流畅性、AI生态是有很大领先趋势的，而且一个很核心的点就是HarmonyOS NEXT的软件实现了真正全新开发，华为对开发者带来丰富的工具和资源，所以这是 ...全文,20.0,51.0,67.0,中国,福建,厦门,搞机的大肥皂，在这里我和大家一起聊数码。另外……各种生活周边也会随时“高能”哦。,2522.0,87.1万,m,https://m.weibo.cn/u/2281454430?,https://m.weibo.cn/detail/OzOCZoefL,,0.9999999980636902
1008746521.0,OzSiEiaF1,京城张宝,2024-10-03 21:20:53,【#为期一年整治黄牛#】近日，公安部专门部署全国公安机关开展为期一年的打击整治“黄牛”倒票违法犯罪专项工作。深挖严惩一批利用网络“外挂”软件实施抢票的违法犯罪团伙，#斩断内外勾结黄牛倒票利益链条#，有效整治一批违法违规网络倒票平台。   公安部部署开展打击整治“黄牛”倒票违法犯罪专项工作 ,0.0,0.0,0.0,中国,北京,北京,,5736.0,12万,m,https://m.weibo.cn/u/1008746521?,https://m.weibo.cn/detail/OzSiEiaF1,,3.0782353405589546e-05
1911906957.0,OzSicdT6x,切尔西信使,2024-10-03 21:19:46,切尔西的共同所有人 Clearlake Capital 完成了对美国一家软件公司的 21 亿美元（16 亿英镑）收购，扩大了其业务组合。  ~ @Football_LDN ,0.0,0.0,2.0,中国,天津,天津,切尔西动态搬运 🔵 殴打装逼犯协会会员,132.0,117.7万,m,https://m.weibo.cn/u/1911906957?,https://m.weibo.cn/detail/OzSicdT6x,,0.9676264578510765
6439369840.0,OzSi8DQoF,幸运灌汤包加冰-实现心愿版,2024-10-03 21:19:38,p1-p6都是我拍的 摄影真是一项利他技能 每次给yzg拍出好看的照片而他不能给我复刻出一模一样的都会窝火（还好他比较聪明一教就会） 天呐 简直是分手了（不是）他还能拿这些照片去社交软件上聊妹子的水平 ,0.0,0.0,0.0,中国,西藏,林芝,完美的生活是简单平和且无所事事,73.0,7,f,https://m.weibo.cn/u/6439369840?,https://m.weibo.cn/detail/OzSi8DQoF,,0.9917851430030574
6969931554.0,OzShOyhC7,核弹面包工厂,2024-10-03 21:18:50,主播放下了手机，主播推说主播终于决定出去吃饭了，主播黑说她肯定要点外卖了，主播摇了摇头，掏出订菜软件掏出一块黄油掏出一瓶酱油掏出一口铁锅掏出一袋子菜肉掏出整个厨房。她，终于自己做饭吃了 ,0.0,0.0,0.0,中国,江苏,无锡,在夏天化掉的冰淇淋,269.0,280,f,https://m.weibo.cn/u/6969931554?,https://m.weibo.cn/detail/OzShOyhC7,,0.01411717723176964
6233972984.0,OzQAa7vp7,紫煞陌瞳,2024-10-03 16:58:32,奉劝各位，也提醒你们的父母。那种刷视频，听小说，玩游戏，签到赚金币的软件，少碰。别为了贪那点便宜，最后损失一大堆。那种极速版啥的，都是给老人整的，提现还得绑定支 付 宝，支 付 宝不就是手机号么，那骗子不就有你电话了么。  并不是剥夺他们的娱乐项目，电子信息年代，你看手机玩手机没问题， ...全文,0.0,10.0,35.0,中国,吉林,,LOFTER:紫煞陌瞳,59.0,9万,f,https://m.weibo.cn/u/6233972984?,https://m.weibo.cn/detail/OzQAa7vp7,,0.00014270257333115488
,,,,,,,,,,,,,,,,https://m.weibo.cn/detail/N/A,,0.5
2156211775.0,OzMfx1OsS,加州荷风,2024-10-03 05:56:43,基础学科是个好学科，上一篇微博的朋友儿子，大学在国内山大学的物理专业，物理专业确实不好找工作，但是他从基础学科（本科）转向为研究生（微电子专业），毕业后立即找到了工作。现在从事最热门的芯片研发工作。  Tech行业很多软件工程师都裁员了，但是他们却连连涨薪。如果他当初学大热的CS专业，现 ...全文,34.0,8.0,83.0,美国,美国,,七0后，现居住南加州，专注南加州房产投资及教育，知名房产博主。,916.0,36.8万,f,https://m.weibo.cn/u/2156211775?,https://m.weibo.cn/detail/OzMfx1OsS,,0.9996649511125324
1655747731.0,OzSheyB3X,有个梨GPT,2024-10-03 21:17:24,我平时很少吃麦当劳，但是当连轴转工作时，就是除了吃饭睡觉全部时间在干活时（有些硬件和软件的活儿需要这样，效率高），我竟然可以连续很多天每天两顿都是麦当劳，巨无霸或者双吉。这两种汉堡有一种接近嗜好品的味觉，可以一吃再吃，也是神奇。肯德基和汉堡王都没这个能力。 ,0.0,2.0,0.0,中国,上海,上海,既已高远，何不淡泊。,1050.0,22.8万,m,https://m.weibo.cn/u/1655747731?,https://m.weibo.cn/detail/OzSheyB3X,,0.9996405066814325
6301562721.0,OzKph1YYX,DietM_D,2024-10-03 01:15:13,认为用普通的工具和软件能够完成不被人 觉得普通或者 一眼就看出来怎么做的作品  是一件很厉害的事情 ,0.0,0.0,16.0,中国,北京,北京,不讨好你,2100.0,2.6万,f,https://m.weibo.cn/u/6301562721?,https://m.weibo.cn/detail/OzKph1YYX,,0.8495299267398795
6048193311.0,OzSccweXk,知任CHS,2024-10-03 21:05:00,#日本游戏销量# 【《塞尔达传说　智慧的再现》以２０万份销量登顶！《英雄传说　界之轨迹》《ＥＡＦＣ２５》亦入榜】  9 月 23 日 ～ 9 月 29 日的日本地区《Fami 通》软硬件销量出炉。  软件销量： 1位（首次登场）　Switch　塞尔达传说 智慧的再现 20万121份（累计20万121份）／任天堂／2024年9月26 ...全文,7.0,2.0,19.0,中国,陕西,西安,致力于传递任天堂资讯及游戏文化。 欢迎加入知任玩家群： 游戏群936861238健身游戏群136269645,207.0,195.3万,m,https://m.weibo.cn/u/6048193311?,https://m.weibo.cn/detail/OzSccweXk,,0.00032709574138767294
3743735090.0,OzSdNwITj,我在荔枝星球啦,2024-10-03 21:08:56,说真的高德导航还是太超前了… 之前在烟台骑车高德把我们导到一个小区里人踩出来的小土路上 今天开车又把我导到玉米地里然后扎爆胎 没点实力还是不要用高德了 只管距离近不管人死活的超雄软件 ,0.0,1.0,1.0,中国,内蒙古,,道阻且长，行则将至。,1139.0,213,f,https://m.weibo.cn/u/3743735090?,https://m.weibo.cn/detail/OzSdNwITj,,0.002561915793933056
1928777205.0,OzQtajnjF,丁海明Leo,2024-10-03 16:41:18,科特估，15大核心战略技术公司，如果牛市来了，必暴涨，值得收藏！ 1、中芯国际：晶圆代工中国第一，世界第三 2、北方华创：半导体设备龙头企业。 3、寒武纪：AI 芯片领域的创新者。 4、景嘉微：国产图形处理芯片的重要力量。 5、华大九天：EDA 软件的领先厂商。 6、沪硅产业：半导体硅片的知名企业 ...全文,37.0,7.0,56.0,中国,山东,淄博,合作vx:  Leo6788766(备注来意),532.0,23.1万,m,https://m.weibo.cn/u/1928777205?,https://m.weibo.cn/detail/OzQtajnjF,,0.999998760660418
7787151985.0,OzQumEpMz,不懂就问就问偏要问,2024-10-03 16:44:16,【how】现生好闺蜜最近开始追星喜欢上某六代男豆，一开始只是在短视频软件和b站看物料买周边，她萌萌的但是很开心。but她最近下载微博了，她担一直是各大厕所常驻嘉宾，且经常被骂的很惨，高柱特别害怕朋友心情受影响 我该咋办👀谢谢大家˃ʍ˂ ,0.0,21.0,47.0,中国,贵州,遵义,仅限kpop｜不准点炮｜p&amp;l｜科普平台｜别欺负我,156.0,16.4万,f,https://m.weibo.cn/u/7787151985?,https://m.weibo.cn/detail/OzQumEpMz,,0.9997921269794914
7348255068.0,OzRA9rwef,Courageous_黄铉辰Hyunjin,2024-10-03 19:31:16,#黄铉辰# 🥟#黄铉辰范思哲全球品牌代言人#  【视频】241003 ✦ 黑色软件 ✦ 黄铉辰相关  🐺直播铉辰相关 铉辰黄鼠狼塑创始人真心对待黄鼠狼的母爱化现象！  🐺 好可爱♡  🥟 这哥为什么这么喜欢黄鼠狼 🐺 因为长得像我的铉辰嘿嘿嘿、说每次看黄鼠狼视频的时候都会给铉辰发 &quot;嗯? 是铉辰！&quot;   ...全文,2.0,3.0,57.0,中国,江苏,宿迁,Only For Hyunjin,49.0,13万,m,https://m.weibo.cn/u/7348255068?,https://m.weibo.cn/detail/OzRA9rwef,,0.9999546192037339
1645215240.0,OzQtwxpnY,李楠或kkk,2024-10-03 16:42:11,的确，从老黄到百度，都在跟风说 ai 会干掉程序员。  但是的确，软件吞噬世界，但是 ai 会吞噬软件。  不过，在这场竞赛中，程序员的起跑线，其实是比很多人靠前很多的。  普通人在自己电脑上部署一个模型，可能连一些简单的 debug 都做不到。  所以在未来归根结底，还是无法持续学习的人输。  靠前后 ...全文,8.0,14.0,95.0,中国,广东,广州,"喵司创始人。前魅蓝总裁，历任 SVP CMO 董事 等等。。。  I saw its ordered happiness, but a fever in my blood asked for a wilder course.",353.0,189.6万,m,https://m.weibo.cn/u/1645215240?,https://m.weibo.cn/detail/OzQtwxpnY,,0.999935566153771
1750070171.0,OzSabEkO6,36氪,2024-10-03 21:00:02,【#36氪深度#｜美国人造不好电动车，纯粹自作自受】 最近汽车界最火的事件，莫过于美国要禁止中国和俄罗斯制造的车联网硬件和软件，理由是美国认为这些设备会窃取美国车主资料，威胁“国家安全”。这样做的根据是拜登于 3 月发起的一项针对中国汽车软件网络安全风险的调查。但是，整个调查的范围、方法 ...全文,1.0,1.0,0.0,中国,北京,北京,36氪聚焦科技、互联网、创投、新经济、职场五大领域，提供新锐深度的商业报道。我们强调趋势与价值，我们的slogan是：让一部分人先看到未来。,952.0,346.5万,m,https://m.weibo.cn/u/1750070171?,https://m.weibo.cn/detail/OzSabEkO6,,0.5741137421115552
6085757642.0,OzS9yveYH,达人秀馆,2024-10-03 20:58:29,看不到你们熬夜画图，软件崩溃，我真是会伤心(bushi)。#令人心动的offer4# #建筑师# #令人心动的offer# 达人秀馆的微博视频 ,0.0,0.0,0.0,中国,北京,北京,明星的各种综艺节目，各种八卦，我们唠起来~,298.0,21.3万,m,https://m.weibo.cn/u/6085757642?,https://m.weibo.cn/detail/OzS9yveYH,,0.9618518399423327
3045356943.0,OzS8kyJf5,至幸1111,2024-10-03 20:55:28,湛江柯成硕，曾因诈骗罪于2018年入狱（罪名是利用和女人恋爱期间，不断以各种理由向女人借钱，其手段恶劣。详细微博有记忆，大家去搜柯成硕这个名字）。2021年出狱后，人不知悔改，继续在陌陌，探探，积木，抖音各大软件骗女人，套路都是先跟你取得信任，再利用你的心软和善良，以各种借口（自己公司出 ...全文,0.0,0.0,1.0,中国,广东,广州,,124.0,41,f,https://m.weibo.cn/u/3045356943?,https://m.weibo.cn/detail/OzS8kyJf5,,0.8548050898055228
7863838193.0,OzS8hBqm1,邂逅109号星球,2024-10-03 20:55:21,#曾舜晞七夜雪#🧡#曾舜晞霍展白#🧡#七夜雪#  曾舜晞七夜雪\曾舜晞霍展白[曾舜晞]我翻遍所有音乐软件也找不出一首像你这么甜的歌  @曾舜晞Joseph  曾舜晞霍展白❄曾舜晞七夜雪♫曾舜晞白九思★曾舜晞临江仙♫曾舜晞刍狗之血☀曾舜晞韩烈＊曾舜晞齐峥|曾舜晞云起时 210222棕色日常 ...全文,0.0,0.0,0.0,中国,湖南,邵阳,听云与明月窃语看满天熠熠星辰,17.0,655,f,https://m.weibo.cn/u/7863838193?,https://m.weibo.cn/detail/OzS8hBqm1,,0.9999999999876827
6172928154.0,OzS4xiOJh,林子大佬,2024-10-03 20:46:06,你知道华为手机系统的开发都有哪些公司参与吗？ 1.诚迈科技，它加入了 HarmonyOS 开发服务商先锋计划，还成为首批获得华为 HarmonyOS 开发服务商证书的鸿蒙生态企业。 2.润和软件，其子公司润开鸿获得华为“HarmonyOS 开发服务商”授牌，这体现了它在鸿蒙生态领域的实力。 3.北信源，专注信息安全，是 ...全文,0.0,0.0,102.0,中国,广东,,直击短线,136.0,9.8万,m,https://m.weibo.cn/u/6172928154?,https://m.weibo.cn/detail/OzS4xiOJh,,0.9999617227809648
7717527912.0,OzS3B0Iik,在无花可拉的世界做个孤独的鳏夫,2024-10-03 20:43:48,因为看不懂拿翻译软件扫了一下这个。虽然还是有几个很莫名其妙但是至少大概能懂了（ ,0.0,5.0,3.0,中国,江西,景德镇,自推公/纯正画性恋一枚/同性恨爱好者,454.0,135,f,https://m.weibo.cn/u/7717527912?,https://m.weibo.cn/detail/OzS3B0Iik,,0.8349607261276244
5955244830.0,Ozwcqjbeu,股道扫地僧,2024-10-01 13:05:07,华为全分支概念  1、华为海思：深圳华强、好上好、世纪鼎利、中电港、东方中科、力源信息、  2、华为鸿蒙：软通动力、润和软件、常山北明、汤姆猫、拓维信息、恒为科技  3、华为鲲鹏：拓维信息、久远银海、神州信息、广电运通、高新发展、拓尔思。  4、华为欧拉：天源迪科、东方国信、宇信科技、超图软 ...全文,338.0,12.0,263.0,中国,广东,广州,长线看价值，中线看波段、短线看节奏!  资金量100w以上的老铁可私信本博，造就双赢格局,518.0,119.9万,m,https://m.weibo.cn/u/5955244830?,https://m.weibo.cn/detail/Ozwcqjbeu,,0.9999998728639354
2751183482.0,OzS1egLHR,箭娘,2024-10-03 20:37:58,蹲着选了好久车票，最后通过候补车票（显示成功率60%）买成功，12306自带的候补是真的有用啊。 12306都说自己没有授权第三方了，其实第三方也就是拿我们账号去跟我们人工买一样的流程。成功率上其实没有差别。 软件目前优化很好，非常流畅。太久没用了，比上一次使用（大约两年前吧）加了不少功能，路 ...全文,0.0,0.0,0.0,中国,浙江,台州,每天都是鼓起勇气的一天。 鼓鼓的，飞起来了。我爱我的祖国❤️维护妇女儿童合法权益，从你我做起。,3131.0,1.7万,f,https://m.weibo.cn/u/2751183482?,https://m.weibo.cn/detail/OzS1egLHR,,0.8491027716851907
3308371637.0,OzPOU3NS6,朔风春水桃花刀半裘半果小膘膘,2024-10-03 15:02:06,听他说“每一个天气预报的软件”怎样怎样，忽然想起日出站那几天我也是同时看着好几个天气预报的软件，试图从里面找到一个天气好的 ,0.0,8.0,34.0,中国,河北,承德,猫,152.0,3.9万,f,https://m.weibo.cn/u/3308371637?,https://m.weibo.cn/detail/OzPOU3NS6,,0.00453086338287767
7856106037.0,OzRMiu4bh,元彬_WonBinBar,2024-10-03 20:01:10,wonbin  🎸 #朴元彬riize唯一ace# 241003 黑色软件更新#wonbin##朴元彬#相关  👉🏻😙👈🏻  ©️Ninggeyy  𝐌𝐢𝐧𝐢𝟏回归特典卡合集：网页链接 招新：网页链接 彬吧代go汇总：网页链接 彬吧拼🚗👗：彬吧拼车2裙 彬吧更 ...全文,1.0,0.0,16.0,中国,江苏,常州,RIIZE朴元彬吧||2023.7.31-∞||长长久久Only for WonBin||📮:WonBinBar@outlook.com,71.0,4.9万,m,https://m.weibo.cn/u/7856106037?,https://m.weibo.cn/detail/OzRMiu4bh,,0.010941588093935084
7841608690.0,OzRZSulsd,千逐工作室官博,2024-10-03 20:34:39, ⫘⫘⫘⫘⫘⫘⫘⫘⫘蛇菩の上新预览 ⋆ ꙳ ⎳ℴ♡⎷ ꙳⋆📞 𝕔𝕒𝕝𝕝 𝕞𝕖 🐾上新类型  ▻冠名卡 🐾上新时间  ▻ 2024.10.3 🐾软件  ▻ 可画 🐾图源  ▻ xhs  🐾单约  ▻ 20𝘙 🐾单模  ▻  🐾买断  ▻  🐾断送  ▻ 218𝘙不留稿＋15         (՞っ ̫ _՞)ᐝ 感谢投 ...全文,0.0,0.0,0.0,中国,山东,烟台,约卡 可私信 室长wagmdp10220208高管ql409ly高管xx_00356我们在千逐工作室等待你的到来哦！,703.0,714,m,https://m.weibo.cn/u/7841608690?,https://m.weibo.cn/detail/OzRZSulsd,,0.012660127039247682
7782958485.0,OzRQn7T0a,顿卡斯特男爵,2024-10-03 20:11:13,楼下我还说错了，目前最热门的外语教学软件是duolingo，多邻国。 很可惜，完全被目前最牛逼的语言模型 ChatGPT 给碾个稀烂。 GPT 这种东西，天生就是适配任何语言模式，它从最基础的地方开始就能随意任意进行任意语言组合和切换。 ,1.0,2.0,16.0,美国,美国,,你可以反对我的一切观点，但是在评论区贴消息的都会被删除+拉黑。,8.0,40万,m,https://m.weibo.cn/u/7782958485?,https://m.weibo.cn/detail/OzRQn7T0a,,0.9989054179266452
6607134060.0,OzRYHoxIa,哥天下第一帅帅帅帅,2024-10-03 20:31:44,王源 💚 #王源我看见两朵一样的云# 💚#王源 Talking之神#  七月二十的时候还在说宝宝某抢票软件的粉丝数突破五百w了，今天一起看快六百w了，王源你火火的很安心，要知道我们小圆去年才开始准备巡演  @TFBOYS-王源 ,1.0,4.0,1.0,中国,福建,龙岩,,67.0,15,f,https://m.weibo.cn/u/6607134060?,https://m.weibo.cn/detail/OzRYHoxIa,,0.513889121762219
5659489505.0,OzRTcoFMx,_林周京-,2024-10-03 20:18:11,光遇陪玩 类型：冠名 美工：西红柿 单约：25，色随图 断模：258 软件：PS＋剪映，动态可自做 图源：xhs _林周京-的微博视频 ,0.0,0.0,0.0,中国,宁夏,吴忠,🛰️：vv-2024_  基本秒回 喜欢断卡的宝们手速要快哦，我们家卡卡断的比较快,668.0,594,f,https://m.weibo.cn/u/5659489505?,https://m.weibo.cn/detail/OzRTcoFMx,,0.5952734261203597
7913821128.0,OzRT3mPUq,GEA我在环保行动,2024-10-03 20:17:50,Green Earth Action，我在行动！ 绿色出行 今天天气晴朗，晴空万里，刚好今天需要外出办点事情，趁着这么好的天气并响应环保的号召，出门就步行。我也是一直保持着绿色出行的好习惯，3公里以内很少开车或者骑电动车，每日的软件记录步行都是一万步以上，既锻炼了身体，又能减少能源消耗。希望每人都能 ...全文,0.0,0.0,8.0,中国,陕西,延安,,13.0,54,m,https://m.weibo.cn/u/7913821128?,https://m.weibo.cn/detail/OzRT3mPUq,,0.9962355345685434
7844156969.0,OzKq1vWTL,我只是難過那些被浪費掉的愛,2024-10-03 01:17:05,14184.【偷窥】珠波忏悔，，因为自从很久没有xxg的一点消息，，所以珠波在查分软件用套考号的方式把异校xxg联考成绩查了（这个不影响xxg自己查），但感觉珠波很不道德，但看见xxg的答题卡看见他的优秀，珠波还是热泪盈眶 ,0.0,7.0,39.0,中国,江苏,苏州,♀暗恋厕 投稿请先看置顶,1433.0,17.4万,f,https://m.weibo.cn/u/7844156969?,https://m.weibo.cn/detail/OzKq1vWTL,,0.9513425946014116
5982879020.0,OzJVJ8S80,黑洞李老师,2024-10-03 00:02:26,【实用软件】   酷我音乐会员版+网易云音乐会员版，下载安装即用，各取所需   👉网页链接 ,4.0,2.0,19.0,中国,辽宁,沈阳,,22.0,41.5万,m,https://m.weibo.cn/u/5982879020?,https://m.weibo.cn/detail/OzJVJ8S80,,0.8841731722919706
7836582513.0,OzI1ywW2o,乘风破浪的笔记姐,2024-10-02 19:11:19,【】高柱磕的两对产品都登顶过绿色软件了。今天龙凤胎的榜首是bg😭😭😭 ,0.0,16.0,57.0,中国,广东,广州,✞镇魂  🈲代梦腐，看清楚再关注  ♀厕♂滚,56.0,6.1万,f,https://m.weibo.cn/u/7836582513?,https://m.weibo.cn/detail/OzI1ywW2o,,0.09415228008184873
6624273765.0,OzGK8DbTT,要画技有笔刷,2024-10-02 15:55:39,5317 【问问】破溃特有和画世界这个类似的笔刷么，用惯了换软件好不习惯 ,0.0,8.0,16.0,中国,湖北,武汉,画具bot|投稿见置顶||禁♂,1732.0,18.1万,f,https://m.weibo.cn/u/6624273765?,https://m.weibo.cn/detail/OzGK8DbTT,,0.7459303065210952
6610131976.0,OzRPQ2cpo,小哭包要变成小笑包,2024-10-03 20:09:53,登塔的过程非常艰难，本来寻思步行走上去，导航导错了，结果都是大上坡子，临时拦个出租结果1.5公里要我20我这东北脾气，我说就你当我没打过车啊，软件显示10块，你这还是拼车，司机没理儿，然后下车的时候司机说我小气，我不管我就小气最后我赢了 夜景还是超级美的 ...全文,0.0,0.0,0.0,中国,辽宁,大连,每天废话很多的人 都是因为没吃饱,208.0,20,f,https://m.weibo.cn/u/6610131976?,https://m.weibo.cn/detail/OzRPQ2cpo,,0.25667591613354235
1614757867.0,OzRPIpuTh,shale69,2024-10-03 20:09:36,mount nemrut是我选择二刷土鸡的唯一理由，为此中转三段航班，又从malatya开车两个多小时才抵达，malatya作为该省省会，经历了去年的地震，一切尚在平静有序的恢复中，这是一个和常规旅游城市不同的地方，这里的人似乎对亚洲面孔很好奇，英语也不普及，交流甚至需要用翻译软件，从山上下来返回malatya ...全文,0.0,0.0,0.0,土耳其,土耳其,,你这辈子再也不可能有第二个29岁了,89.0,1651,m,https://m.weibo.cn/u/1614757867?,https://m.weibo.cn/detail/OzRPIpuTh,,0.9993091309067235
1432163715.0,OzRO5DDjR,台州老朱,2024-10-03 20:05:36,近10个交易日板块涨幅及领涨龙头排名！ 1、 软件开发 板块：10日涨幅42.2%。领涨龙头股： 银之杰 ，10日涨幅272.42%。 2、多元金融板块：10日涨幅41.87%。领涨龙头股： 五矿资本 ，10日涨幅67.17%。 3、白酒板块：10日涨幅41.23%。领涨龙头股： 皇台... 来自 广东杰 的讨论近10个交易日板块涨幅及领涨龙头排名！ ,0.0,0.0,0.0,中国,浙江,台州,人生，因你而精彩。,3751.0,9218,m,https://m.weibo.cn/u/1432163715?,https://m.weibo.cn/detail/OzRO5DDjR,,2.198043480228229e-05
3174624204.0,OzRNIpLt0,子珛,2024-10-03 20:04:41,不要再盗我图了，以前我脾气太好了。已经盗了很多次了。不止是你们几个还有绿色软件里的两个组。lbs是最恶心的，还会拿个号先复制我的话，再去截图发出来。是不是我好像太与世无争了，骂我打我我都不还手，谁都可以来欺负我一下。现在谁再来惹我，我都直接走投诉了。还有那些造谣抹黑我的，也等着吧。 ,0.0,12.0,132.0,中国,浙江,湖州,SNH48的消费者/S队队推／梦想是当畅销涩情作家/废话码字姬/不折不扣守财奴／女权主义,309.0,4.2万,f,https://m.weibo.cn/u/3174624204?,https://m.weibo.cn/detail/OzRNIpLt0,,0.000143475954387573
5131766197.0,OzRNro5rC,浙江发布,2024-10-03 20:04:00,【《应知应会的网络安全知识》：让网络安全理念更加深入人心】#读浙#本书从密码学与身份验证、社交工程、恶意软件、网络诈骗和防范、Wi-Fi网络安全、数据泄露和隐私保护、移动设备安全、办公终端安全八个角度，以及发展历史和未来挑战两大维度，并结合丰富的案例，全面系统地回答了网络安全风险如何产 ...全文,0.0,1.0,0.0,中国,浙江,杭州,这里有您“想看的”权威信息，“想找的”民生资讯。我们选择而专注，简单而坚持，温暖而力量。感谢我们的遇见，浙江省政府新闻办官方微博欢迎您！,406.0,242.8万,m,https://m.weibo.cn/u/5131766197?,https://m.weibo.cn/detail/OzRNro5rC,,0.9964550850097693
