微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id
5586563007.0,,宝宝宝宝宝宝开心,2024-10-24 22:41:36,#山东大学男生多次偷拍女厕后求饶#大学男生？偷怕女厕？还是多次？被逮到，还要求不公开这时候觉得丢脸了啊？早干嘛去了太可恶了！必须给他公开处理！#山东大学回应一男生多次偷拍女厕# ,0.0,3.0,85.0,中国,安徽,芜湖,慢慢来我不知道会不会比较快，但我觉得慢慢来，是会有惊喜的！,2478.0,1.3万,f,https://m.weibo.cn/u/5586563007?,https://m.weibo.cn/detail/OD4NQjnM8,OD4NQjnM8
5361307936.0,,愔Y嫕,2024-12-12 15:14:05,#山东大学齐鲁医院#   大专韩语执医？还能给大夫出题？  医学生的天塌了……  🤡竟是还在裤裤学习的我们……这个世界果然癫！ ,6.0,10.0,194.0,中国,山东,,作者 起点女生网/红袖添香《幻染微瞳》《卿卿医生》《艳嚣尘上》傲娇 特立独行 及时行乐 以德报怨，何以报德！,1001.0,7941,m,https://m.weibo.cn/u/5361307936?,https://m.weibo.cn/detail/P4wmcvke1,P4wmcvke1
1974576991.0,,环球时报,2025-01-01 12:50:00,【山东大学讣告：路遥先生逝世】2024年12月31日，山东大学发布讣告，我国杰出历史学家，山东大学首批终身教授、讲席教授，中国义和团研究会原顾问、山东大学义和团与近代中国研究中心主任路遥先生，因病于2024年12月31日10时32分在济南逝世，享年97岁。  路遥先生于1927年12月28日出生于福建福州，原名 ...全文,134.0,286.0,2517.0,中国,北京,北京,报道多元世界    解读复杂中国,443.0,3120.9万,m,https://m.weibo.cn/u/1974576991?,https://m.weibo.cn/detail/P7xXEa3E0,P7xXEa3E0
7516679696.0,,九派新闻,2025-01-01 16:15:01,#山东大学悼念97岁教授路遥逝世#【#山东大学97岁教授路遥逝世#，曾投身义和团研究】2024年12月31日，山东大学发布讣告：中国杰出历史学家，山东大学首批终身教授、讲席教授，中国义和团研究会原顾问、山东大学义和团与近代中国研究中心主任路遥先生，因病于2024年12月31日10时32分在济南逝世，享年97岁 ...全文,6.0,15.0,231.0,中国,湖北,武汉,如果您有线索，请联系：jpbl@jp.jiupainews.com ，商务合作，请联系电话：18694040076,221.0,431.8万,m,https://m.weibo.cn/u/7516679696?,https://m.weibo.cn/detail/P7ziRAcNw,P7ziRAcNw
1841306841.0,,隐于庭的小法师,2024-10-28 18:25:25,和一个今天新认识的毕业院校写的山东大学但实际是中国海洋毕业的朋友聊天……  聊到五院四系。 很显然，随着部分院校的进一步掉队，当一个法学生告诉你他是四系的，那70%的概率是我的校友，30%的概率是珞珈山综合职业技术学院的，人家剩下两系可不在乎啥四系。 ...全文,4.0,28.0,85.0,中国,湖北,宜昌,前法官，现律师，不变的是永远18岁的人设和永远浪在路上的心。搓火球免费，法律咨询不免费。未来的日子，将持续卖萌与吐槽。不信？看我搓个火球砸你…,380.0,306.6万,m,https://m.weibo.cn/u/1841306841?,https://m.weibo.cn/detail/ODEPQ6iU4,ODEPQ6iU4
6310980261.0,,哲远优思,2025-01-02 09:19:44,#历史学家路遥逝世#深切悼念，一路走好#山东大学发布讣告# 哲远优思的微博视频 ,19.0,70.0,734.0,中国,内蒙古,,告诉你新闻以及新闻背后的事,5309.0,8万,m,https://m.weibo.cn/u/6310980261?,https://m.weibo.cn/detail/P7G0NkFnF,P7G0NkFnF
1347322121.0,,史凝眸,2024-09-08 16:21:10,只改一个字！！让山东大学上档次 ,27.0,508.0,781.0,中国,福建,三明,做生活的勇者，我们同行！❤️,202.0,79.2万,m,https://m.weibo.cn/u/1347322121?,https://m.weibo.cn/detail/Ow2EA5h2C,Ow2EA5h2C
3022732373.0,,徐顺达,2024-09-20 18:33:22,我们都想不通为什么他们寒窗苦读十余年，毕业之后当宿管？ 去年山东大学也出过类似新闻，是一回事麽？  先说说山东大学去年聘用2位名校硕士当公寓的事，被录用的两人，一位是哈尔滨工业大学建筑学硕士，一位是澳大利亚阿德莱德大学葡萄酒商务专业硕士。谁看了都会觉得“大材小用”、“杀鸡焉用牛刀”！ ...全文,17.0,65.0,268.0,中国,天津,天津,中国技术创业协会校企专委负责人,1219.0,225.1万,m,https://m.weibo.cn/u/3022732373?,https://m.weibo.cn/detail/OxSEcjjLz,OxSEcjjLz
7826119714.0,,还要打工四十一年QAQ,2024-08-14 18:27:00,#沙东故事# 《不知道你有没有了解过山东大学是山东最好的大学》《导师禁止谈恋爱》？《逐出师门》《发配沙漠治沙》《咱俩偷偷谈》 ,7.0,38.0,544.0,中国,福建,,希望早点退休🙏希望我的小猫们健健康康 ps：投稿请私信，带图稿需要我这边互关后，我才能看得到（谢谢☺️投稿）,467.0,18万,f,https://m.weibo.cn/u/7826119714?,https://m.weibo.cn/detail/OsfNfgETy,OsfNfgETy
7487064934.0,,校花说财经,2024-12-11 19:23:29,山东大学医学生容易进齐鲁医院吗? 报了山大本硕八年，想进齐鲁医院，好进吗？ 311本齐鲁硕，毕业别说齐鲁，济南中心医院都没编制，先走外包再慢慢考 ,8.0,43.0,840.0,中国,广东,韶关,,323.0,18.6万,f,https://m.weibo.cn/u/7487064934?,https://m.weibo.cn/detail/P4oyW7MPO,P4oyW7MPO
6336459318.0,P82YbCZVT,安定咯,2025-01-04 19:46:29,山东科技创新多点开花 山东，作为中国经济与科技发展的重要省份，近年来在科技创新领域取得了显著的进展。这一进展不仅体现在科技成果的转化上，更体现在多领域多点开花的创新格局中，推动了省内各行各业的高质量发展。  山东在基础研究和应用研究方面持续投入，形成了多个具有影响力的科研机构和创新 ...全文,0.0,0.0,1.0,中国,山东,滨州,,104.0,18,f,https://m.weibo.cn/u/6336459318?,https://m.weibo.cn/detail/P82YbCZVT,
