微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id
5169064978156608,PsYH7ydUc,体圈蜜蜂,2025-05-22 11:29:50,#孙颖莎说真正比拼实力的时候到了#莎莎技术好也就算了，还聪明，聪明也就算了，长的还这么耐看！！虽然说孙颖莎打了对手11:1，我也不应该总是说11:1，其实很多人都知道11:1了，我应该低调的回顾11:1，对了，说到11:1，没错！莎女王今天打了对手11:1孙颖莎4:0🇫🇷夏洛特·卢茨 ...全文,0,0,0,中国,江苏,苏州,尊重每位运动员，最喜欢孙颖莎王曼昱王楚钦马龙樊振东全红婵陈芋汐谷爱凌，图片视频均来自网络，侵删！合作wx:  sonny1068,3135,21.6万,男,https://weibo.com/u/7483753912,https://m.weibo.cn/detail/PsYH7ydUc,PsYH7ydUc
5169056170379587,PsYsV1AKn,中国体育,2025-05-22 10:54:50,#孙颖莎防守太强根本打不透#多哈世乒赛女单第三轮，@孙颖莎  4-0战胜法国选手卢茨，晋级16强。本场比赛，孙颖莎牢牢掌握场上节奏，无论卢茨怎么搏杀，都无法打穿孙颖莎的防守。#孙颖莎世乒赛晋级16强#   网页链接 ,0,0,28,中国,北京,北京,《中国体育》是整合中国体育报业总社有限公司旗下《中国体育》杂志、中体在线图库两家图文媒体的专业媒体机构。,983,769.2万,男,https://weibo.com/u/1496862394,https://m.weibo.cn/detail/PsYsV1AKn,PsYsV1AKn
5169064956658871,PsYH5rWh9,第二片_海,2025-05-22 11:29:45,#孙颖莎说真正比拼实力的时候到了#体育竞技以其独特的魅力，激发着人们的潜能，磨砺着人们的意志，塑造着人们的品格，推动着社会的进步与发展。 ,0,0,0,中国,山西,大同,人生的上上签，爱自己，无味、无畏、无谓。,5138,4.9万,女,https://weibo.com/u/7731797823,https://m.weibo.cn/detail/PsYH5rWh9,PsYH5rWh9
5169064956658871,PsYH5rWh9,第二片_海,2025-05-22 11:29:45,#孙颖莎说真正比拼实力的时候到了#体育竞技以其独特的魅力，激发着人们的潜能，磨砺着人们的意志，塑造着人们的品格，推动着社会的进步与发展。 ,0,0,0,中国,山西,大同,人生的上上签，爱自己，无味、无畏、无谓。,5138,4.9万,女,https://weibo.com/u/7731797823,https://m.weibo.cn/detail/PsYH5rWh9,PsYH5rWh9
5169059979331776,PsYz3D9Cw,粥粥sun1104,2025-05-22 11:09:58,不是你们两位姐姐丝吹的时候能不能考虑一下这是竞技体育，网络是有回忆的？？？这张表是上周期截止到2024.8.10号都看看自家姐姐打了几次削球两家都别吹了，都挺尬的#孙颖莎# ,14,12,174,中国,山东,临沂,孙颖莎🏓❤️,106,1.3万,男,https://weibo.com/u/6220406534,https://m.weibo.cn/detail/PsYz3D9Cw,PsYz3D9Cw
5169064888762470,PsYGYALwa,自来好运,2025-05-22 11:29:28,#孙颖莎说真正比拼实力的时候到了#孙颖莎的话，满是无畏与坚定。赛场渐入白热化，对手皆全力以赴，可她毫不畏惧，视其为提升契机。这是强者宣言，以实力为刃，冲破阻碍，向着胜利大步迈进 。 ,0,0,0,中国,湖北,武汉,让自己成为一个人品好且优秀的人，并且和人品好且优秀的人交朋友，期待你我的相识相知 。,1415,1.9万,女,https://weibo.com/u/2048972660,https://m.weibo.cn/detail/PsYGYALwa,PsYGYALwa
5169037501270782,PsXYO5kAu,我跳起来一八三,2025-05-22 09:40:39,#孙颖莎第一时间复盘比赛#孙颖莎第一时间和马琳复盘比赛，德华在旁边等半天帮莎莎拿包。#孙颖莎说跟王楚钦做好我们自己# 我跳起来一八三的微博视频 ,0,0,33,中国,广东,N/A,部分视频来源网络，如有侵权私信删,1022,7.7万,男,https://weibo.com/u/6234811532,https://m.weibo.cn/detail/PsXYO5kAu,PsXYO5kAu
5169064345339703,PsYG6mp6f,青草蛋糕都不香了,2025-05-22 11:27:19,哇哇哇 ,0,16,23,波兰,波兰,N/A,请滚,130,1.3万,女,https://weibo.com/u/7970113725,https://m.weibo.cn/detail/PsYG6mp6f,PsYG6mp6f
5169056034328909,PsYsHia97,触碰过锦鲤,2025-05-22 10:54:18,莎莎真黑粉来了～签了名兴高采烈的走了～😆把小莎也逗笑了～ #孙颖莎# 触碰过锦鲤的微博视频 ,3,5,52,中国,山西,N/A,（商务请私）素材来源于网络，侵删。给我一点运气，剩下的自己努力。,3224,18.3万,男,https://weibo.com/u/6326673477,https://m.weibo.cn/detail/PsYsHia97,PsYsHia97
5169064793345919,PsYGPe2qr,泡小芙pastry,2025-05-22 11:29:06,#孙颖莎说真正比拼实力的时候到了#别说，昨晚卢茨还是有一定威胁力的，抢攻很果断，只不过莎莎真的太稳了，期待下一场比赛 ,0,0,0,中国,广东,广州,无所求必满载而归,13448,5万,女,https://weibo.com/u/5295500972,https://m.weibo.cn/detail/PsYGPe2qr,PsYGPe2qr
5169064772896134,PsYGNc9pQ,週茉,2025-05-22 11:29:01,#孙颖莎说真正比拼实力的时候到了#孙颖莎4 - 0横扫对手晋级女单16强。赛后坦言：“从现在开始，是真正比拼实力的时候了！每一场比赛都至关重要，我会全力以赴，认真对待每一个对手。”话语尽显决心，展现出对后续赛程的专注与拼劲，期待莎莎在赛场上的精彩表现。#多哈世乒赛# 週茉的微博视频 ,0,1,1,中国,四川,成都,接受投稿可私，视频部分来源网络，侵删！,3119,15.4万,女,https://weibo.com/u/5149389306,https://m.weibo.cn/detail/PsYGNc9pQ,PsYGNc9pQ
5169064709195142,PsYGGCA4K,I毅世-淇缘,2025-05-22 11:28:46,coco：如果你是我，你也觉得我命好！coco的幸福志强也体会到了 邱贻可 孙颖莎 #多哈世乒赛# I毅世-淇缘的微博视频 ,0,0,1,中国,河南,济源,请大家尊重任何一个为国争光的运动员！祝您健康快乐！部分视频来源于网络，如有侵权私删,3414,14.7万,女,https://weibo.com/u/6824843155,https://m.weibo.cn/detail/PsYGGCA4K,PsYGGCA4K
5169064626360591,PsYGyqGGb,四川观察新闻眼,2025-05-22 11:28:26,【#卢茨称孙颖莎世界第一绝非偶然#】当地时间5月21日，卡塔尔多哈。在2025年多哈世乒赛女单1/16决赛中，中国选手孙颖莎以4-0（11-4、11-6、11-6、11-1）横扫法国选手夏洛特·卢茨，连续三轮未失一局晋级16强。#外国选手评孙颖莎球技#法国选手卢茨在赛后采访中表示：她能成为世界第一绝非偶然，精准快速 ...全文,0,0,0,中国,四川,成都,,110,39.4万,女,https://weibo.com/u/6524697382,https://m.weibo.cn/detail/PsYGyqGGb,PsYGyqGGb
5168916338835704,PsUPnB4zm,璇宝L,2025-05-22 01:39:12,两次奥运会，两次世乒赛，一次总决赛，孙颖莎全部零封韩莹姐的含金量还在上升。 ,67,52,1324,中国,甘肃,兰州,21世纪孙颖莎粉丝1千万强 曾参与孙颖莎百万级转发项目 孙颖莎上热搜后最积极蹭一蹭选手 曾亲眼见证孙颖莎澳门世界杯夺冠 @孙颖莎 【仕道书店】,658,3.9万,女,https://weibo.com/u/2419261595,https://m.weibo.cn/detail/PsUPnB4zm,PsUPnB4zm
5169020317992696,PsXx5xxgs,触碰过魔法,2025-05-22 08:32:22,王楚钦孙颖莎，接下来比赛一切顺利，一定要好好，一起并肩作战，一起努力加油往前冲！#多哈世乒赛# ,5,4,40,中国,山西,N/A,（可投稿，商务请私）素材来源于网络，侵删。,11497,20万,女,https://weibo.com/u/5741537147,https://m.weibo.cn/detail/PsXx5xxgs,PsXx5xxgs
5169045835353909,PsYcfmsNn,冻冻耶_,2025-05-22 10:13:46,#孙颖莎又打服了一个#还没来得及反应，球就这么飞了球：gogogo出发咯 冻冻耶_的微博视频 ,1,0,78,中国,浙江,湖州,ALL FOR SYS,616,13.3万,女,https://weibo.com/u/7813757875,https://m.weibo.cn/detail/PsYcfmsNn,PsYcfmsNn
5169058162410521,PsYw8a75n,staryunier,2025-05-22 11:02:45,如果你说莎头在下午四点打混双，从现在开始，我就开始感觉很快乐，时间越临近，我就越来越感到快乐。 ,1,9,26,中国,广东,N/A,⋆⁺₊⋆ ▹ Sun and Hope !! ​​​ ֺ ✧ ˖ﾟ,1983,2.1万,女,https://weibo.com/u/6463854621,https://m.weibo.cn/detail/PsYw8a75n,PsYw8a75n
5169064018186098,PsYFzylzQ,公平正义-专治各种歪门邪道,2025-05-22 11:26:01,王曼昱的粉丝真的会把王曼昱给嘴下去的，我有这个感觉，天天畏惧这个畏惧那个，世界第2名的粉丝这么没有底气啊，可以说孙颖莎打哪个最强外协国乒数孙最多，再说一个内战，同同打鱼几次，孙。颖莎也打了很多次呀，王曼昱如果这个也不敢打那个也不敢打回家养老去，鱼粉丝是不是想害她？打铁还需自身硬啊,0,0,0,中国,湖南,N/A,无聊上上网,79,59,女,https://weibo.com/u/5311865507,https://m.weibo.cn/detail/PsYFzylzQ,PsYFzylzQ
5169063846218877,PsYFiq5Ot,畅玩体,2025-05-22 11:25:20,#孙颖莎说真正比拼实力的时候到了#孙颖莎4:0🇫🇷夏洛特·卢茨，昨晚没熬夜，今天早上看的，最后一局看的太爽了，对面完全被打崩了，莎莎好棒#孙颖莎又打服了一个##孙颖莎第一时间复盘比赛# 畅玩体的微博视频 ,0,0,0,中国,江苏,苏州,尊重每位运动员，最喜欢孙颖莎王曼昱王楚钦马龙樊振东全红婵陈芋汐谷爱凌，图片视频均来自网络，侵删！合作wx:  sonny1068,3546,21.3万,男,https://weibo.com/u/7513765479,https://m.weibo.cn/detail/PsYFiq5Ot,PsYFiq5Ot
5169063810564860,PsYFf2mWE,江西五套五哥帮忙团,2025-05-22 11:25:12,国乒混双组合今日将对阵日本组合，“希望我们能不留遗憾！”#热点##乒乓球##孙颖莎##王楚钦##混双# 江西五套五哥帮忙团的微博视频 ,0,0,0,中国,江西,南昌,五哥帮忙团，江西五套最具品牌影响力的帮忙类民生新闻栏目，当地百姓主张诉求的重要民生通道。栏目口号：专注民生冷暖 专心排忧解难 专业团队帮忙,169,1.6万,男,https://weibo.com/u/1911532877,https://m.weibo.cn/detail/PsYFf2mWE,PsYFf2mWE
5169063762070202,PsYFa8Gym,后浪视频,2025-05-22 11:25:00,【#天空视角看孙颖莎上场前2分钟#】5月21日，在2025年多哈世乒赛女单1/16决赛中，@孙颖莎 战胜法国选手夏洛特·卢茨，晋级16强。换个视角，沉浸式观看孙颖莎上场前准备活动↓↓  @陕视新闻#孙颖莎又打服了一个# 陕视新闻的微博视频 ,0,0,0,中国,陕西,西安,投稿邮箱：houlangshipin@qq.com,5430,210.8万,男,https://weibo.com/u/7647806002,https://m.weibo.cn/detail/PsYFa8Gym,PsYFa8Gym
5169063548159533,PsYEOyeFn,呼和浩特市总工会,2025-05-22 11:24:09,#孙颖莎4比0丝滑晋级#【转发祝贺！#孙颖莎进16强#】2025年多哈世乒赛女单1/16决赛中，@孙颖莎 战胜法国选手夏洛特·卢茨，晋级下一轮比赛！期待更多精彩表现！加油！央视新闻的微博视频 ,0,0,0,中国,内蒙古,呼和浩特,呼和浩特市总工会坚持把工作重心放到基层，全心全意为基层、为职工服务，增强工会的活力，努力把工会建设成为“职工之家”。,865,32.1万,男,https://weibo.com/u/3948683157,https://m.weibo.cn/detail/PsYEOyeFn,PsYEOyeFn
5168823705537571,PsSpYnezF,我是一只猫sjw,2025-05-21 19:31:06,#国乒双打三项都失去双保险# 输了就输了，动漫组合还年轻，好在还有莎头兜底………说出这话的人都想想去年巴奥孙颖莎在身兼三项的情况下，女单一直守住半区，只是决赛输给中国队友，那个时候你们是怎么网暴她的？？人怎么能如此双标？ ,9,92,2018,中国,新疆,巴音郭楞蒙古自治州,,828,302,女,https://weibo.com/u/3687793691,https://m.weibo.cn/detail/PsSpYnezF,PsSpYnezF
5169043376966652,PsY8htelm,_FlippedSun玫瑰_,2025-05-22 10:04:00,加一加一加一#孙颖莎又打服了一个# ,10,6,100,中国,宁夏,N/A,前方还有更多挑战，但我们不会畏惧，只会动力更足——孙颖莎,325,6.3万,女,https://weibo.com/u/7628631857,https://m.weibo.cn/detail/PsY8htelm,PsY8htelm
5169063846218877,PsYFiq5Ot,畅玩体,2025-05-22 11:25:20,#孙颖莎说真正比拼实力的时候到了#孙颖莎4:0🇫🇷夏洛特·卢茨，昨晚没熬夜，今天早上看的，最后一局看的太爽了，对面完全被打崩了，莎莎好棒#孙颖莎又打服了一个##孙颖莎第一时间复盘比赛# 畅玩体的微博视频 ,0,0,0,中国,江苏,苏州,尊重每位运动员，最喜欢孙颖莎王曼昱王楚钦马龙樊振东全红婵陈芋汐谷爱凌，图片视频均来自网络，侵删！合作wx:  sonny1068,3546,21.3万,男,https://weibo.com/u/7513765479,https://m.weibo.cn/detail/PsYFiq5Ot,PsYFiq5Ot
5169063810564860,PsYFf2mWE,江西五套五哥帮忙团,2025-05-22 11:25:12,国乒混双组合今日将对阵日本组合，“希望我们能不留遗憾！”#热点##乒乓球##孙颖莎##王楚钦##混双# 江西五套五哥帮忙团的微博视频 ,0,0,0,中国,江西,南昌,五哥帮忙团，江西五套最具品牌影响力的帮忙类民生新闻栏目，当地百姓主张诉求的重要民生通道。栏目口号：专注民生冷暖 专心排忧解难 专业团队帮忙,169,1.6万,男,https://weibo.com/u/1911532877,https://m.weibo.cn/detail/PsYFf2mWE,PsYFf2mWE
5169015892219254,PsXpX9jkq,小蛋st,2025-05-22 08:14:47,今日份《央5晨报》孙颖莎成功晋级女单16强 小蛋st的微博视频 ,4,1,43,中国,河南,周口,莎头毒唯，素材来源于网络，侵权私删,1887,29.7万,女,https://weibo.com/u/5768242207,https://m.weibo.cn/detail/PsXpX9jkq,PsXpX9jkq
5169063762070202,PsYFa8Gym,后浪视频,2025-05-22 11:25:00,【#天空视角看孙颖莎上场前2分钟#】5月21日，在2025年多哈世乒赛女单1/16决赛中，@孙颖莎 战胜法国选手夏洛特·卢茨，晋级16强。换个视角，沉浸式观看孙颖莎上场前准备活动↓↓  @陕视新闻#孙颖莎又打服了一个# 陕视新闻的微博视频 ,0,0,0,中国,陕西,西安,投稿邮箱：houlangshipin@qq.com,5430,210.8万,男,https://weibo.com/u/7647806002,https://m.weibo.cn/detail/PsYFa8Gym,PsYFa8Gym
5169063548159533,PsYEOyeFn,呼和浩特市总工会,2025-05-22 11:24:09,#孙颖莎4比0丝滑晋级#【转发祝贺！#孙颖莎进16强#】2025年多哈世乒赛女单1/16决赛中，@孙颖莎 战胜法国选手夏洛特·卢茨，晋级下一轮比赛！期待更多精彩表现！加油！央视新闻的微博视频 ,0,0,0,中国,内蒙古,呼和浩特,呼和浩特市总工会坚持把工作重心放到基层，全心全意为基层、为职工服务，增强工会的活力，努力把工会建设成为“职工之家”。,865,32.1万,男,https://weibo.com/u/3948683157,https://m.weibo.cn/detail/PsYEOyeFn,PsYEOyeFn
5169063455100914,PsYEFloYO,-月漫-,2025-05-22 11:23:47,孙颖莎 王楚钦 永远都是体面人儿 ,0,0,1,中国,山东,泰安,,552,6,女,https://weibo.com/u/6580250787,https://m.weibo.cn/detail/PsYEFloYO,PsYEFloYO
5169032820951890,PsXRg3ZD4,中国蓝新闻,2025-05-22 09:22:03,【小姑娘莎莎来啦！#孙颖莎采访准备时狂撸头发#】5月21日，卡塔尔。我们也只是个爱漂亮的小姑娘好吗！莎莎采访前狂撸头发。 中国蓝新闻的微博视频 #孙颖莎又打服了一个##孙颖莎回应混双压力# #孙颖莎# ,106,58,229,中国,浙江,杭州,和你一起 与时代同频,6835,754.3万,男,https://weibo.com/u/2286092114,https://m.weibo.cn/detail/PsXRg3ZD4,PsXRg3ZD4
5169032472297776,PsXQH9DKU,·时小隙·,2025-05-22 09:20:39,卢茨说：孙颖莎是那种能把球都回到台面上的选手，每当我某一拍加速个一两次，她就已经预判到了，她能成为世界第一绝非偶然 ,1,2,157,中国,四川,雅安,永远坚定 永远自由,346,22.1万,女,https://weibo.com/u/1356946563,https://m.weibo.cn/detail/PsXQH9DKU,PsXQH9DKU
5169063242500905,PsYEkauBb,快帆回国,2025-05-22 11:22:56,发布了头条文章：《海外如何看2025多哈世乒赛中文直播？》 #2025多哈世乒赛# ##孙颖莎又打服了一个# #海外看球# 快帆  海外如何看2025多哈世乒赛中文直播？ ,0,0,0,中国,北京,北京,国内官网：www.kuaifan.co 海外官网：www.speedin.in,239,2931,女,https://weibo.com/u/6604408785,https://m.weibo.cn/detail/PsYEkauBb,PsYEkauBb
5169036193170416,PsXWHdiLK,I毅世-淇缘,2025-05-22 09:35:27,#孙颖莎又打服了一个# 孙颖莎世界第一女正手。看女王打球就是爽，正反手都好牛！反应快，出手狠！直接滑跪 #卢茨说孙颖莎成为世界第一绝非偶然# I毅世-淇缘的微博视频 ,2,24,239,中国,河南,济源,请大家尊重任何一个为国争光的运动员！祝您健康快乐！部分视频来源于网络，如有侵权私删,3414,14.7万,女,https://weibo.com/u/6824843155,https://m.weibo.cn/detail/PsXWHdiLK,PsXWHdiLK
5169063137642026,PsYE9w42u,神艾里的K梦,2025-05-22 11:22:31,昨天训练的莎宝～楚钦老师在隔壁桌训练王楚钦 孙颖莎 神艾里的K梦的微博视频 ,0,0,0,中国,海南,海口,所有视频来源于网络，如有侵权私删！,4732,17万,女,https://weibo.com/u/5746419090,https://m.weibo.cn/detail/PsYE9w42u,PsYE9w42u
5169062956766240,PsYDRsocU,Jin-SS1104,2025-05-22 11:21:48,#孙颖莎又打服了一个#她反手控球非常稳，正手的话，有时会突然侧身爆冲，这让我感到非常头疼。当我以为自己能赢下一个回合的时候，最终还是没能赢下来。 ,0,0,0,中国,广东,深圳,🈲cp🈲all,350,1612,女,https://weibo.com/u/1424885480,https://m.weibo.cn/detail/PsYDRsocU,PsYDRsocU
5169062722144863,PsYDu8ZYz,Honey-Victoria,2025-05-22 11:20:52,#卡达尔多哈乒乓球锦标赛##2025多哈世界乒乓球锦标赛##孙颖莎加油##王楚钦加油##5114# 卡塔尔·多哈 ,0,32,86,卡塔尔,卡塔尔,N/A,"Autumn is quiet and peaceful.Some cool, some lonely.",1326,2269,女,https://weibo.com/u/2216359321,https://m.weibo.cn/detail/PsYDu8ZYz,PsYDu8ZYz
5169062608637143,PsYDiAeUL,好运来_红红火火版,2025-05-22 11:20:25,#孙颖莎又打服了一个#真的，我看卢茨前面超暴，速度那叫一个猛，力度那叫一个大。第二局的时候两人互相抡看的很过瘾。不过第四局的时候表情确实变的没那么自信了，有点无奈哈哈。对新人来说打的确实是很不错了。一起加油  ,0,0,0,中国,福建,N/A,为了自己着想不与傻子论长短。,25,7,女,https://weibo.com/u/6381454396,https://m.weibo.cn/detail/PsYDiAeUL,PsYDiAeUL
