平台,用户名,内容,分享数,评论数,点赞数,url,uni_id,发布时间
微博,Ruiz_F,小米澎湃OS#小米澎湃OS#  小米Pad6Pro正式版内测 更新OS1.0.4.0.UMYCNXM 更新pc框架，支持运行WPS Office PC ,1,1,2,https://m.weibo.cn/detail/NDLPS3AFP,,2024-01-27 13:30:25
微博,西厅鹿鸣,小米新平板通过3C认证，型号24018RPACC。最高支持120W有线充电， 附赠MDY-12-ED充电器。 小米Pad6pro 12.4？ ,0,1,0,https://m.weibo.cn/detail/NCOAGfXoe,,2024-01-21 06:40:56
微博,初雪见逸,恋与深空最近想买个平板大屏享受，所以问问大家哪个平板能带动这个游戏啊？小米pad6pro可以不？ ,0,13,0,https://m.weibo.cn/detail/NCKmVwIDH,,2024-01-20 19:56:04
微博,为什么我想的名字都有人取,设备是小米pad6pro，为什么一进战斗就闪退呀 为什么我想的名字都有人取的微博视频 ,0,11,1,https://m.weibo.cn/detail/NCnTbCqxj,,2024-01-18 10:42:22
微博,小杨-同学k,我小米pad6Pro多久更新PC级WPS#小米手机# 小米平板 ,0,1,0,https://m.weibo.cn/detail/NCdyyuius,,2024-01-17 08:24:04
微博,chanana_vencheal,有没有大学生啊！想买平板 不打游戏 看剧和学习！ 然后可能后期要考研 手机是小米14 在华为matepad11 2023版和小米pad6Pro之间纠结有人说华为的鸿蒙系统更流畅，然后学习更方便。有人推荐买和手机一样的牌子小米 谁来救救我啊小米华为 ,0,9,3,https://m.weibo.cn/detail/NBX98EeDf,,2024-01-15 14:37:30
微博,男神真衰,小米平板你们说我是买小米pad6Pro，还是等小米pad7Pro啊 ,0,6,12,https://m.weibo.cn/detail/NB5Oex5gt,,2024-01-09 22:50:24
微博,给一次改名机会吧,小米小米pad6pro更新系统后，平板打开软件就有上面的三个点了，真的很影响我打游戏和看电视的观感啊，到底怎么取消！！找不到一点！ ,0,0,3,https://m.weibo.cn/detail/NADFZBz3n,,2024-01-06 23:13:12
微博,风向哪啊,啊嘞，小米13和pad6Pro一起推送了澎湃 ,0,0,2,https://m.weibo.cn/detail/NzSbLgjwo,,2024-01-01 22:19:37
微博,硬糖大熊,总结一下2023年三分钟热度买的一些乱七八糟 switch oled 富士xt10 小米pad6pro和小米13 sony wh-ch720n 美利达rim100公路自行车 美利达挑战者100平把公路 anyway小鱼板 北通阿修罗手柄 铃木gsx250摩托车 对今年的三分钟热度很满意 明年继续努力 ,0,5,14,https://m.weibo.cn/detail/NzHcfrwxI,,2023-12-31 18:20:36
微博,小北门喝西瓜,@雷军 @小米公司 不是小米现在的品控就已经到了一个月就坏的地步吗？？买了个pad6pro，分辨率、屏幕比例不行就算了，还卡，现在连快充就坏了？？ 售后还跟答辩一样，先说申请一个新的充电器，然后开始装死，不是系统故障就是没货，也不回应其他处理方式和处理时效，天天玩情怀呢？？啊？？#小米公司# ...全文,0,3,0,https://m.weibo.cn/detail/NyIUjv2vU,,2023-12-25 08:51:37
微博,抱着枕头睡觉呀,在三个月的等待后Pad6PRO用户迎来了 没有高级材质 没有PC端WPS 没有景深锁屏 没有九宫格文件夹 没有桌面流畅度优化 没有打断动画 没有小爱大模型 更改为了极其不好用的小白条逻辑 整体完成度远不如手机的（虽然手机完成度也一般） HyperOS1.0.2！（甚至版号和半个月前MAX的一样）  你慢发就算了，你答 ...全文,0,1,6,https://m.weibo.cn/detail/Ny2h7mTtb,,2023-12-20 20:19:41
微博,李佩-LP,hyper OS是不是放弃了小米pad6Pro了？  #正式版内测# (来自@小米社区) ,0,0,10,https://m.weibo.cn/detail/NwZEZ6sQq,,2023-12-13 23:49:56
微博,废话81226,求问K70pro双十二会降价吗？面对真我GT5Pro的质价比打压我真的不知道如何抉择，我是该考虑小米pad6Pro一个系统跟生态吗，还是选择真我。 如果我选择一个生态但同样的价格却买了个配制被压制的话我只能说如梗在喉。#k70pro双十二降价吗？# ,0,5,5,https://m.weibo.cn/detail/NwAPZkAyK,,2023-12-11 08:38:22
微博,飞驰而过的刮毛刀,你审阅者希望能把这篇文章给看完并反映给你高层。这并不是说你下架就能解决的事。OS能做就做，要做就做好，搞什么OS尝鲜计划，彻头彻尾的饥饿营销，还搞什么沟通大会，不纯属找骂嘛不是。且不说咱小米手机短命，就拿我pad6Pro来讲，你说你这么大一个团队，刚没发布多久的一个板子对吧，什么os也没有推 ...全文,0,2,1,https://m.weibo.cn/detail/NvVTYqhjf,,2023-12-07 00:25:34
微博,段昀湮,iPad小米pad6pro要不要退了换ipad10 刚买了小米pad6pro，但是纠结要不要退了换 ipad10，小米起来感觉有的软件不适配，横屏显示不全。画面有点糊。平时会看看电影和工作规章，玩玩星铁。 ,0,1,2,https://m.weibo.cn/detail/NvCLfkzz5,,2023-12-04 23:41:53
微博,欸嘿a,高能英雄小米pad6pro阴影咋是这样的而且有90帧选项开不了 ,0,1,0,https://m.weibo.cn/detail/Nv9kHcIjU,,2023-12-01 20:46:48
