微博id,微博bid,微博作者,发布时间,微博内容,转发数,评论数,点赞数,国家,省份,城市,用户简介,用户关注数,粉丝数,性别,主页,url,uni_id,情感倾向
5172356084924735,PumjmkF9d,爱嘞亲亲,2025-05-31 13:27:30,在这个日子里，霉粉们都在庆祝，无人提及其他女歌手。然后尕迷又屁颠屁颠跑来造谣了。围棋又招谁惹谁了？这不是清清白白的欧美誉吧？@围脖侠 @微博管理员 你们到底什么时候可以把这个每天都在造谣摸黑引战的用户封掉。 ,1,30,110,中国,广东,广州,恭喜洲结囵煲匕，很美味的煲。｜镇魂,2443,1.1万,男,https://weibo.com/u/6588434484,https://m.weibo.cn/detail/PumjmkF9d,PumjmkF9d,0.6089223375879781
5172849720691612,Puz9y2TV2,蚕豆花五月开,2025-06-01 22:09:03,看看:上面夸胡适的人都是重量级的，没有一个是无名之辈，相当于围棋专业九断。现在在网上夸胡适的键盘大侠，你们连业余初段都不是，根本就不入流，散了吧！,0,0,0,中国,浙江,湖州,抓过老鼠 拍过苍蝇,192,152,男,https://weibo.com/u/7881639197,https://m.weibo.cn/detail/Puz9y2TV2,Puz9y2TV2,0.010271150960409314
5172849720691612,Puz9y2TV2,蚕豆花五月开,2025-06-01 22:09:03,看看:上面夸胡适的人都是重量级的，没有一个是无名之辈，相当于围棋专业九断。现在在网上夸胡适的键盘大侠，你们连业余初段都不是，根本就不入流，散了吧！,0,0,0,中国,浙江,湖州,抓过老鼠 拍过苍蝇,192,152,男,https://weibo.com/u/7881639197,https://m.weibo.cn/detail/Puz9y2TV2,Puz9y2TV2,0.010271150960409314
5172848403940636,Puz7qgx8E,是包子不是馍馍,2025-06-01 22:03:49,吃了一顿很好吃的牛排，带娃做了围棋作业（？），和队友一起看了谍中谍，从各个方面都很完美的六一儿童节！ ,1,0,0,中国,湖北,,你永远不知道机会何时出现 So be prepared,293,409,女,https://weibo.com/u/1809140130,https://m.weibo.cn/detail/Puz7qgx8E,Puz7qgx8E,0.9997189505348357
5172709151477104,PuvuP6cgg,三联生活周刊,2025-06-01 12:50:29,【#9岁围棋少年坠亡背后#：#一个围棋天才家庭的明暗面#】5月19日，9岁围棋少年朱宏鑫坠楼离世。一个多月前，他刚刚晋升业余6段，若无意外，他原本有望参加今年7月的“围棋高考”全国围棋定段赛，冲击职业棋手的道路。截至目前，关于朱宏鑫坠楼的具体原因尚未有确切信息公布。然而，随着事件的发酵， ...全文,79,22,303,中国,北京,北京,一本杂志和它倡导的生活.,890,2478.7万,男,https://weibo.com/u/1191965271,https://m.weibo.cn/detail/PuvuP6cgg,PuvuP6cgg,0.9999999994487077
5172846331956649,Puz458d0R,超爱黑椒鸡块,2025-06-01 21:55:35,重庆坎济主客场表感觉本人一定会去一次，哪一次呢好难猜啊 ,0,2,1,中国,江苏,盐城,我给你一个从未有过信仰的人的忠诚,97,74,女,https://weibo.com/u/7933652818,https://m.weibo.cn/detail/Puz458d0R,Puz458d0R,0.3493381429847955
5172845962594443,Puz3uaSVR,姜水兔,2025-06-01 21:54:07,六月的第一天把野狐少儿整到了2k（）反正是也不高吧但是挺开心，等我这平台下到1D左右就彻底换成野狐，好消息是野狐更有公信力，坏消息是野狐盛产两种动物：鱼和狗 ,0,0,4,日本,日本,,围棋李世石推/其他领域还喜欢泰勒丝和宫胁咲良/内含一些前坑微量元素 ｜“雨季终将过去”,317,879,女,https://weibo.com/u/5242955207,https://m.weibo.cn/detail/Puz3uaSVR,Puz3uaSVR,0.9999946854397159
5172844985850748,Puz1Uoy2U,密斯东羊,2025-06-01 21:50:14,我妹今天去参加市围棋比赛，当然是小孩组，从早上下到下午，六盘全输，今晚给自己气出病来了开始发烧，我爸妈现在带她去医院看病，我真的一点儿都忍不住笑“不气哦不气哦，下完了六盘也是厉害的啦” ,0,3,1,中国,天津,天津,风景在我体内思考，我是它的意识。,624,37,女,https://weibo.com/u/6604766593,https://m.weibo.cn/detail/Puz1Uoy2U,Puz1Uoy2U,0.4395104665242662
5172844407032370,Puz0Ytvrk,楊柳依依0411,2025-06-01 21:47:56,就这样做了蜗壳的歌迷，蜗壳不愧是围棋界的柯学友～,0,0,5,中国,香港,,蜗壳健康快乐。记录世界围棋九冠王🐆🐆的播播和日常。跟棒国规则胜围棋不共戴天！收集各种围棋圈乐子。 野狐村复健中。没收到回复是被大眼吞了。,208,2.3万,女,https://weibo.com/u/7603292114,https://m.weibo.cn/detail/Puz0Ytvrk,Puz0Ytvrk,0.9997845569691072
5172844166119543,Puz0ApFYj,超越阿尔法,2025-06-01 21:46:58,围棋 《围棋的晴空》                  ——后AI时代展望        最优解是AI出发点和落脚点，也是官子出发点和落脚点。AI本质是官子，或者说AI围棋本质是官子围棋。        布局追求阴阳平衡。中盘追求势地平衡。官子和AI一样追求最优解。布局、中盘无所谓最优解。比如我们可以选择进攻也 ...全文,0,0,1,中国,河北,保定,,100,200,男,https://weibo.com/u/6416926327,https://m.weibo.cn/detail/Puz0ApFYj,Puz0ApFYj,0.9999999999539779
5172843353473458,PuyZhezBw,竹音chri,2025-06-01 21:43:44,自从听说过家里人在特殊时期和领居抱怨就被对方举报最后被斗4的故事之后和同学聊身边发生的事都不敢多说，，好搞笑，，有一次骂我以前的围棋老师xq被举报没有结果，逃到别的区继续教书，我说那个地方听说很（   ）然后朋友沉默了，我后知后觉想起来那里书记是她爸，，转移话题超难的 ,0,8,3,中国,浙江,衢州,也祝福你,348,29,女,https://weibo.com/u/7960208379,https://m.weibo.cn/detail/PuyZhezBw,PuyZhezBw,0.9999447057403984
5172842104882679,PuyXgkucT,那你快一点,2025-06-01 21:38:47,嘉兴平湖市一日游1、首发站，嘉兴市平湖博物馆，主要为了“渺渺大象——浙江古代造像艺术”，遍览从东汉末年到明清各类精美绝伦的佛教艺术，佛影在千年时光流转中熠熠生辉；平湖博物馆作为省内规模最大的县（市）级综合博物馆，有金平湖——平湖历史文化展、庄桥坟遗址考古展、御辱抗敌——平湖三次抗 ...全文,0,1,0,中国,浙江,杭州,喜欢看展览的文博爱好者,369,149,男,https://weibo.com/u/3723454511,https://m.weibo.cn/detail/PuyXgkucT,PuyXgkucT,0.999999999999988
