用户名,粉丝数,发布时间,视频描述,视频时长,点赞数,收藏数,评论数,下载量,分享数,uni_id,认证,url
锁匠开锁培训学校,59505,2024-10-15 18:30:00,小孩哥这次算是踢到铁板了#小孩哥 #开锁 #神操作 #锁匠,0分:56秒,145,15,14,0,42,7425809118771907875,崇左市锁匠开锁培训学校,https://www.douyin.com/discover?modal_id=7425809118771907875
辣笔X球.,179384,2024-10-05 11:21:31,原来有钱人的长相一眼就能看出来#小孩哥 #10后 #帅哥 @竹枝低复举,0分:6秒,21103,1668,295,40,1648,7422126450679024931,,https://www.douyin.com/discover?modal_id=7422126450679024931
甜萌小喇叭,8368,2024-10-22 15:18:26,小孩哥！未来一片光明 #名场面 #小孩哥 #整活,0分:21秒,242,5,18,0,732,7428495906510523707,,https://www.douyin.com/discover?modal_id=7428495906510523707
叶修的骑行记录,6568,2024-09-04 13:04:41,谁能告诉我这个小孩哥骑的是什么车？ #骑行 #我们都是自由的追寻者 #小孩哥 #公路车,0分:7秒,5000,299,568,7,499,7410649394669735202,,https://www.douyin.com/discover?modal_id=7410649394669735202
2.奶,218491,2024-10-11 11:34:18,小小年纪，已经是搭讪界的王者了。,0分:23秒,1413,155,54,0,282,7424356223916494099,,https://www.douyin.com/discover?modal_id=7424356223916494099
小蜜.,1417,2024-08-02 00:58:31,小孩哥在用行动证明广西桂林米粉味道很正！#桂林米粉 #嗦粉 #舔王,0分:7秒,9236,161,2919,14,22101,7398216459425451298,,https://www.douyin.com/discover?modal_id=7398216459425451298
江易寒.,195314,2024-03-24 11:17:28,小孩哥 相信你 一定要坚持住,0分:6秒,31158,514,3420,10,17695,7349763804831485238,,https://www.douyin.com/discover?modal_id=7349763804831485238
角球直接破门®,293690,2024-10-23 11:35:01,商店价值1800心仪积分的科勒，18个黑球可以换平替，心动不,1分:16秒,493,9,20,0,8,7428808575620877609,,https://www.douyin.com/discover?modal_id=7428808575620877609
小路（小孩哥妈妈）,3464,2024-07-07 16:13:57,小孩哥出场了#体育精神 #比赛现场 #因为热爱所以坚持,0分:7秒,4983,151,103,7,469,7388804134973099299,,https://www.douyin.com/discover?modal_id=7388804134973099299
体育老师不生病,164,2024-01-13 22:32:54,小孩哥一脸骄傲！真厉害！！！#小孩哥,0分:7秒,86093,1017,5721,15,228018,7323590810941918501,,https://www.douyin.com/discover?modal_id=7323590810941918501
烟台广播电视台,2484995,2024-10-14 11:02:13,10月13日（发布时间），湖南。小孩哥在手机店里刷视频，小哥在身后偷偷恶搞！#搞笑#隔空操作,0分:13秒,341,52,15,0,464,7425461253256056098,烟台广播电视台官方抖音号,https://www.douyin.com/discover?modal_id=7425461253256056098
奇趣记录鹅,222849,2024-10-03 17:28:24,小孩哥：这就是大孩子吗？！想养#看一次笑一次 #小孩哥 #搞笑,0分:27秒,251,9,36,0,251,7421478728884030729,腾讯视频旗下官方账号,https://www.douyin.com/discover?modal_id=7421478728884030729
荔枝味🏀,20053,2024-10-23 13:33:10,别害怕 我能带你飞 #勇敢的人先享受世界,0分:17秒,518,4,42,0,32,7428839800603479315,,https://www.douyin.com/discover?modal_id=7428839800603479315
农村小胖硕,4422,2024-10-21 13:06:25,有没有看懂80岁太爷最后说的什么？#原创视频 #小孩哥 #放纵 #祖孙情 #农村,0分:14秒,8664,872,506,0,3087,7428090777290493219,,https://www.douyin.com/discover?modal_id=7428090777290493219
一人之下,923,2024-10-21 20:32:03,#天猫双11抄省清单,0分:27秒,9237,433,669,62,28898,7428205695704648987,,https://www.douyin.com/discover?modal_id=7428205695704648987
羲和,1567,2024-10-23 13:05:41,小孩哥两度破坏三公主的好事，不愧是小孩哥😂#春花焰 #春花焰上甜度了 #刘学义 #吴谨言 #春花焰名场面,0分:48秒,163,9,6,0,7,7428832793909562651,,https://www.douyin.com/discover?modal_id=7428832793909562651
那城市总是风很大,75,2024-09-17 07:45:38,小孩哥要签名现场#周杰伦 #周杰伦演唱会  #小孩哥哭了,0分:14秒,7460,457,148,0,345,7415391257767218447,,https://www.douyin.com/discover?modal_id=7415391257767218447
DailyGiggles,658,2024-10-23 17:35:09,当小孩哥说脏话.. #整活 #二胎 #萌娃 #美式霸凌mvp结算舞蹈,1分:3秒,241,11,15,0,706,7428897688608951602,,https://www.douyin.com/discover?modal_id=7428897688608951602
诸葛锦鲤,130,2024-10-15 19:34:57,这是之前看的小孩哥钓鱼，好牛啊🤣一钓就钓上来了，完了又扔回河里接着钓。还拿出电话手表给我炫耀他们之前的战绩，有他半个人这么高，是真的牛啊🤣这也是过上了“上不如老，下不如小”的日子🤣……版本过低，升级后可展示全部信息,1分:3秒,1226,55,1352,0,1506,7425964444175420713,,https://www.douyin.com/discover?modal_id=7425964444175420713
小猫日记,499201,2024-10-23 18:28:29,才不是流浪猫 是有妈妈的自由小猫,0分:16秒,155936,7461,3954,194,58273,7428916009001569599,,https://www.douyin.com/discover?modal_id=7428916009001569599
压岁钱养猫的小孩哥,13115,2024-02-08 20:13:50,5岁半的小孩，用自己的压岁钱和零花钱在不到30平米的小房间里养了一群流浪猫，今天过年又下雪了，因为没钱装空调，又怕小猫咪冻着，于是小孩给它们生火取暖，又是幸福的一天呀#流浪猫救助 ……版本过低，升级后可展示全部信息,0分:15秒,349672,8617,11280,150,65808,7333203078939725108,,https://www.douyin.com/discover?modal_id=7333203078939725108
小孩哥,72354,2024-09-07 21:00:31,#纯手工打造 #自制玩具 迷你AK74u3.0,0分:34秒,14808,1582,1115,59,2085,7411885289108426023,,https://www.douyin.com/discover?modal_id=7411885289108426023
叫我小孩哥,1109,2024-07-30 14:06:38,只要不让他上课和写作业他就能上赶着给我当仆人#仆人永在 #姐弟,4分:50秒,940,10,68,0,405,7397306274272038171,,https://www.douyin.com/discover?modal_id=7397306274272038171
农村小胖硕,4422,2024-10-20 14:27:42,看看什么是辛福，11岁重孙子给80岁老太爷唱歌！#真人真唱 #小孩哥 #放纵 #农村 #祖孙情,0分:13秒,8493,1020,462,0,3081,7427740687547878671,,https://www.douyin.com/discover?modal_id=7427740687547878671
K总不爱笑,3443,2024-10-22 14:49:06,1️⃣9️⃣岁的你把3️⃣3️⃣的我宠成小孩 #室友日常 #反差 你们有小孩哥，我的是小孩爹🥹,0分:29秒,2372,186,473,0,1030,7428488361695825202,,https://www.douyin.com/discover?modal_id=7428488361695825202
忘事不必再提i,698,2024-07-26 07:19:02,#狗头小孩哥 #小孩哥 #盘点那些牛逼的小孩 #满级小学生 #小孩哥名场面,2分:50秒,637,44,434,1,158,7395716858634177811,,https://www.douyin.com/discover?modal_id=7395716858634177811
东方纪录片,19687,2024-10-22 14:05:49,小孩哥：就没人为我发声吗 #万物皆可挂闲鱼,1分:5秒,331,43,52,0,662,7428477205610564916,,https://www.douyin.com/discover?modal_id=7428477205610564916
千里江山,223,2024-10-22 16:24:37,男孩坐在客厅看电视，不料桌上的佤族水酒突然炸盖而出，小孩哥：要是没有监控 我是不是…… #小孩哥  #真相大白,0分:11秒,46294,1208,8706,132,164164,7428512933367369019,,https://www.douyin.com/discover?modal_id=7428512933367369019
Eddie Baby,47339,2024-10-05 20:47:44,帅是挺帅就是有点调皮…#人类幼崽 #15后 #小孩哥 #185大帅哥 #男高中生,0分:11秒,2251,206,144,0,280,7422272348579040527,,https://www.douyin.com/discover?modal_id=7422272348579040527
摸娱师太,517912,2024-07-01 17:18:34,这小孩哥是真沉得住气啊！换作是我早坐地大哭了 #自救逃生#电梯#小孩哥#自救逃生 #电梯 #小孩哥,0分:36秒,1881,135,41,1,381,7386594302656335141,,https://www.douyin.com/discover?modal_id=7386594302656335141
小猿口算,355501,2024-10-11 14:24:56,一年级小孩哥在哪里！秀出你的反击战绩 #小猿口算 #小猿口算pk #小学生 #大学生 #口算PK受害者出现了,0分:7秒,429,28,149,0,15,7424400197796547850,天津猿力教育科技有限公司,https://www.douyin.com/discover?modal_id=7424400197796547850
诸葛锦鲤,130,2024-10-15 19:34:57,这是之前看的小孩哥钓鱼，好牛啊🤣一钓就钓上来了，完了又扔回河里接着钓。还拿出电话手表给我炫耀他们之前的战绩，有他半个人这么高，是真的牛啊🤣这也是过上了“上不如老，下不如小”的日子🤣……版本过低，升级后可展示全部信息,1分:3秒,1226,55,1352,0,1506,7425964444175420713,,https://www.douyin.com/discover?modal_id=7425964444175420713
压岁钱养猫的小孩哥,13115,2024-02-08 20:13:50,5岁半的小孩，用自己的压岁钱和零花钱在不到30平米的小房间里养了一群流浪猫，今天过年又下雪了，因为没钱装空调，又怕小猫咪冻着，于是小孩给它们生火取暖，又是幸福的一天呀#流浪猫救助 ……版本过低，升级后可展示全部信息,0分:15秒,349672,8617,11280,150,65808,7333203078939725108,,https://www.douyin.com/discover?modal_id=7333203078939725108
新人驾到,1718,2024-10-23 13:28:24,航哥回国硬刚陈鹏军师黔，准备线下真实？ 航哥回国平安落地，正面回应陈鹏粉丝黔，准备动用法律武器，直言我在我家等你！#航哥不平凡人生 #谢帅和伊翁农村生活 #陈鹏谢卫,54分:33秒,1017,210,210,0,56,7428838609337273609,,https://www.douyin.com/discover?modal_id=7428838609337273609
迈迪-小孩哥,677,2024-10-19 12:46:55,你检查我之前我先检查一下你哦🥸 #人类幼崽 #萌娃搞笑日常,0分:8秒,191728,5298,16246,246,186344,7427343611773209868,,https://www.douyin.com/discover?modal_id=7427343611773209868
小孩哥,72354,2024-09-07 21:00:31,#纯手工打造 #自制玩具 迷你AK74u3.0,0分:34秒,14808,1582,1115,59,2085,7411885289108426023,,https://www.douyin.com/discover?modal_id=7411885289108426023
农村小胖硕,4422,2024-10-20 14:27:42,看看什么是辛福，11岁重孙子给80岁老太爷唱歌！#真人真唱 #小孩哥 #放纵 #农村 #祖孙情,0分:13秒,8493,1020,462,0,3081,7427740687547878671,,https://www.douyin.com/discover?modal_id=7427740687547878671
叫我小孩哥,1109,2024-07-30 14:06:38,只要不让他上课和写作业他就能上赶着给我当仆人#仆人永在 #姐弟,4分:50秒,940,10,68,0,405,7397306274272038171,,https://www.douyin.com/discover?modal_id=7397306274272038171
K总不爱笑,3443,2024-10-22 14:49:06,1️⃣9️⃣岁的你把3️⃣3️⃣的我宠成小孩 #室友日常 #反差 你们有小孩哥，我的是小孩爹🥹,0分:29秒,2372,186,473,0,1030,7428488361695825202,,https://www.douyin.com/discover?modal_id=7428488361695825202
忘事不必再提i,698,2024-07-26 07:19:02,#狗头小孩哥 #小孩哥 #盘点那些牛逼的小孩 #满级小学生 #小孩哥名场面,2分:50秒,637,44,434,1,158,7395716858634177811,,https://www.douyin.com/discover?modal_id=7395716858634177811
东方纪录片,19687,2024-10-22 14:05:49,小孩哥：就没人为我发声吗 #万物皆可挂闲鱼,1分:5秒,331,43,52,0,662,7428477205610564916,,https://www.douyin.com/discover?modal_id=7428477205610564916
摸娱师太,517912,2024-07-01 17:18:34,这小孩哥是真沉得住气啊！换作是我早坐地大哭了 #自救逃生#电梯#小孩哥#自救逃生 #电梯 #小孩哥,0分:36秒,1881,135,41,1,381,7386594302656335141,,https://www.douyin.com/discover?modal_id=7386594302656335141
小猿口算,355501,2024-10-11 14:24:56,一年级小孩哥在哪里！秀出你的反击战绩 #小猿口算 #小猿口算pk #小学生 #大学生 #口算PK受害者出现了,0分:7秒,429,28,149,0,15,7424400197796547850,天津猿力教育科技有限公司,https://www.douyin.com/discover?modal_id=7424400197796547850
KK.(橱窗k总同款零食),1222,2024-10-06 19:24:51,极限运动#极限 #小孩哥 #自行车 #极限运动纪录片 #红牛极限运动,0分:13秒,330000,10521,17843,14,255902,7422622016622054713,,https://www.douyin.com/discover?modal_id=7422622016622054713
Wen-TsungWei_,1289,2024-09-22 17:33:09,#摄影  下班路上看见小孩哥架着相机等火车经过，我看着他突然之间有点恍惚。,0分:15秒,283880,10401,22438,248,40520,7417398091571072267,,https://www.douyin.com/discover?modal_id=7417398091571072267
Jaguar,3,2024-10-23 20:50:41,中华民族！😯👉🏻 #中华民族 #新疆小孩 #帅是一种气质 #压迫感这就来了 #顶级小孩哥,0分:15秒,556,12,31,1,88,7428952651074686268,,https://www.douyin.com/discover?modal_id=7428952651074686268
电影老枪,7664,2024-10-23 17:48:03,电缆千万条，生命只一条，叛逆小心泪两行！#电影老枪 #周政杰,0分:30秒,781,10,10,2,13,7428905090540424502,电影《老枪》官方账号,https://www.douyin.com/discover?modal_id=7428905090540424502
小小邓,27240,2024-10-06 19:37:40,羡慕死你们！！！#花式下腰 #小孩哥 #倒三角,0分:10秒,2123,142,291,5,226,7422625383008193832,,https://www.douyin.com/discover?modal_id=7422625383008193832
心动日记🧡,359554,2024-09-28 14:59:51,小孩哥：既见大圣为何不拜🤪#小孩哥#孙悟空#人类幼崽迷惑行为大赏#黑神话悟空#搞笑 #人类幼崽迷惑行为大赏,0分:17秒,172,11,35,0,31,7419585108899843343,,https://www.douyin.com/discover?modal_id=7419585108899843343
本人雕无才,279614,2024-10-22 19:42:28,十岁的小孩哥获得荣誉市民，震惊麻了！ #沙雕动画 #二次元 #原创动画 #剧情动画 #动画,3分:54秒,3868,1556,159,0,56,7428527115231825163,,https://www.douyin.com/discover?modal_id=7428527115231825163
追星无限公司,853266,2024-09-24 19:00:21,小孩哥 绝不白来哈#内容过于真实 #小孩哥 #人情世故 #拿捏 #娱乐评论大赏,0分:17秒,218,6,4,0,126,7418162756676898100,,https://www.douyin.com/discover?modal_id=7418162756676898100
